ph_model,nhid,ctxt,layers,ptdecay,ftdecay,ins,gscale,decode_acc
xwtri,500,6,9,0.001,0.05,-8.0,4.0,ERROR
xwtri,500,6,9,0.001,0.05,-16.0,4.0,ERROR
mono,500,6,1,0.001,0.001,0.0,4.0,66.75
mono,500,6,1,0.001,0.001,-2.0,4.0,65.72
mono,500,6,1,0.001,0.001,-1.0,4.0,66.29
mono,500,6,1,0.001,0.001,-4.0,0.0,62.14
mono,500,6,1,0.001,0.001,-4.0,2.0,64.96
mono,500,6,1,0.001,0.001,-4.0,1.0,63.66
mono,500,6,1,0.001,0.001,-4.0,4.0,64.27
mono,500,6,1,0.001,0.001,-4.0,8.0,60.11
mono,500,6,1,0.001,0.001,-4.0,16.0,49.31
mono,500,6,1,0.001,0.001,-8.0,4.0,61.67
mono,500,6,1,0.001,0.001,-16.0,4.0,56.40
mono,500,6,1,0.001,0.002,0.0,4.0,66.69
mono,500,6,1,0.001,0.002,-2.0,4.0,65.58
mono,500,6,1,0.001,0.002,-1.0,4.0,66.07
mono,500,6,1,0.001,0.002,-4.0,0.0,62.04
mono,500,6,1,0.001,0.002,-4.0,2.0,64.98
mono,500,6,1,0.001,0.002,-4.0,1.0,63.62
mono,500,6,1,0.001,0.002,-4.0,4.0,64.25
mono,500,6,1,0.001,0.002,-4.0,8.0,59.97
mono,500,6,1,0.001,0.002,-4.0,16.0,49.03
mono,500,6,1,0.001,0.002,-8.0,4.0,61.67
mono,500,6,1,0.001,0.002,-16.0,4.0,56.40
mono,500,6,1,0.001,0.003,0.0,4.0,66.52
mono,500,6,1,0.001,0.003,-2.0,4.0,65.49
mono,500,6,1,0.001,0.003,-1.0,4.0,66.07
mono,500,6,1,0.001,0.003,-4.0,0.0,62.15
mono,500,6,1,0.001,0.003,-4.0,2.0,64.88
mono,500,6,1,0.001,0.003,-4.0,1.0,63.37
mono,500,6,1,0.001,0.003,-4.0,4.0,64.22
mono,500,6,1,0.001,0.003,-4.0,8.0,59.96
mono,500,6,1,0.001,0.003,-4.0,16.0,48.99
mono,500,6,1,0.001,0.003,-8.0,4.0,61.70
mono,500,6,1,0.001,0.003,-16.0,4.0,56.40
mono,500,6,1,0.001,0.01,0.0,4.0,66.11
mono,500,6,1,0.001,0.01,-2.0,4.0,65.01
mono,500,6,1,0.001,0.01,-1.0,4.0,65.60
mono,500,6,1,0.001,0.01,-4.0,0.0,62.27
mono,500,6,1,0.001,0.01,-4.0,2.0,64.53
mono,500,6,1,0.001,0.01,-4.0,1.0,63.46
mono,500,6,1,0.001,0.01,-4.0,4.0,63.82
mono,500,6,1,0.001,0.01,-4.0,8.0,59.69
mono,500,6,1,0.001,0.01,-4.0,16.0,47.84
mono,500,6,1,0.001,0.01,-8.0,4.0,61.10
mono,500,6,1,0.001,0.01,-16.0,4.0,55.63
mono,500,6,1,0.001,0.00001,0.0,4.0,66.74
mono,500,6,1,0.001,0.00001,-2.0,4.0,65.70
mono,500,6,1,0.001,0.00001,-1.0,4.0,66.24
mono,500,6,1,0.001,0.00001,-4.0,0.0,62.21
mono,500,6,1,0.001,0.00001,-4.0,2.0,65.12
mono,500,6,1,0.001,0.00001,-4.0,1.0,63.79
mono,500,6,1,0.001,0.00001,-4.0,4.0,64.24
mono,500,6,1,0.001,0.00001,-4.0,8.0,60.13
mono,500,6,1,0.001,0.00001,-4.0,16.0,49.50
mono,500,6,1,0.001,0.00001,-8.0,4.0,61.61
mono,500,6,1,0.001,0.00001,-16.0,4.0,56.42
mono,500,6,1,0.001,0.1,0.0,4.0,64.11
mono,500,6,1,0.001,0.1,-2.0,4.0,62.44
mono,500,6,1,0.001,0.1,-1.0,4.0,63.37
mono,500,6,1,0.001,0.1,-4.0,0.0,60.48
mono,500,6,1,0.001,0.1,-4.0,2.0,61.93
mono,500,6,1,0.001,0.1,-4.0,1.0,60.95
mono,500,6,1,0.001,0.1,-4.0,4.0,61.16
mono,500,6,1,0.001,0.1,-4.0,8.0,55.23
mono,500,6,1,0.001,0.1,-4.0,16.0,41.50
mono,500,6,1,0.001,0.1,-8.0,4.0,57.42
mono,500,6,1,0.001,0.1,-16.0,4.0,51.09
mono,500,6,1,0.001,0.0001,0.0,4.0,66.74
mono,500,6,1,0.001,0.0001,-2.0,4.0,65.70
mono,500,6,1,0.001,0.0001,-1.0,4.0,66.24
mono,500,6,1,0.001,0.0001,-4.0,0.0,62.20
mono,500,6,1,0.001,0.0001,-4.0,2.0,65.10
mono,500,6,1,0.001,0.0001,-4.0,1.0,63.80
mono,500,6,1,0.001,0.0001,-4.0,4.0,64.22
mono,500,6,1,0.001,0.0001,-4.0,8.0,60.16
mono,500,6,1,0.001,0.0001,-4.0,16.0,49.45
mono,500,6,1,0.001,0.0001,-8.0,4.0,61.59
mono,500,6,1,0.001,0.0001,-16.0,4.0,56.40
mono,500,6,1,0.001,0.0005,0.0,4.0,66.80
mono,500,6,1,0.001,0.0005,-2.0,4.0,65.69
mono,500,6,1,0.001,0.0005,-1.0,4.0,66.23
mono,500,6,1,0.001,0.0005,-4.0,0.0,62.21
mono,500,6,1,0.001,0.0005,-4.0,2.0,65.05
mono,500,6,1,0.001,0.0005,-4.0,1.0,63.80
mono,500,6,1,0.001,0.0005,-4.0,4.0,64.24
mono,500,6,1,0.001,0.0005,-4.0,8.0,60.10
mono,500,6,1,0.001,0.0005,-4.0,16.0,49.42
mono,500,6,1,0.001,0.0005,-8.0,4.0,61.59
mono,500,6,1,0.001,0.0005,-16.0,4.0,56.42
mono,500,6,3,0.001,0.001,0.0,4.0,69.13
mono,500,6,3,0.001,0.001,-2.0,4.0,68.16
mono,500,6,3,0.001,0.001,-1.0,4.0,68.56
mono,500,6,3,0.001,0.001,-4.0,0.0,64.41
mono,500,6,3,0.001,0.001,-4.0,2.0,67.51
mono,500,6,3,0.001,0.001,-4.0,1.0,66.04
mono,500,6,3,0.001,0.001,-4.0,4.0,67.28
mono,500,6,3,0.001,0.001,-4.0,8.0,62.81
mono,500,6,3,0.001,0.001,-4.0,16.0,51.17
mono,500,6,3,0.001,0.001,-8.0,4.0,64.45
mono,500,6,3,0.001,0.001,-16.0,4.0,59.20
mono,500,6,3,0.001,0.002,0.0,4.0,68.55
mono,500,6,3,0.001,0.002,-2.0,4.0,67.65
mono,500,6,3,0.001,0.002,-1.0,4.0,68.08
mono,500,6,3,0.001,0.002,-4.0,0.0,64.39
mono,500,6,3,0.001,0.002,-4.0,2.0,67.06
mono,500,6,3,0.001,0.002,-4.0,1.0,65.73
mono,500,6,3,0.001,0.002,-4.0,4.0,66.63
mono,500,6,3,0.001,0.002,-4.0,8.0,62.68
mono,500,6,3,0.001,0.002,-4.0,16.0,50.39
mono,500,6,3,0.001,0.002,-8.0,4.0,64.02
mono,500,6,3,0.001,0.002,-16.0,4.0,58.89
mono,500,6,3,0.001,0.003,0.0,4.0,68.76
mono,500,6,3,0.001,0.003,-2.0,4.0,67.71
mono,500,6,3,0.001,0.003,-1.0,4.0,68.19
mono,500,6,3,0.001,0.003,-4.0,0.0,64.21
mono,500,6,3,0.001,0.003,-4.0,2.0,67.48
mono,500,6,3,0.001,0.003,-4.0,1.0,65.75
mono,500,6,3,0.001,0.003,-4.0,4.0,66.72
mono,500,6,3,0.001,0.003,-4.0,8.0,62.10
mono,500,6,3,0.001,0.003,-4.0,16.0,50.32
mono,500,6,3,0.001,0.003,-8.0,4.0,64.19
mono,500,6,3,0.001,0.003,-16.0,4.0,58.92
mono,500,6,3,0.001,0.01,0.0,4.0,67.97
mono,500,6,3,0.001,0.01,-2.0,4.0,67.12
mono,500,6,3,0.001,0.01,-1.0,4.0,67.48
mono,500,6,3,0.001,0.01,-4.0,0.0,64.36
mono,500,6,3,0.001,0.01,-4.0,2.0,66.75
mono,500,6,3,0.001,0.01,-4.0,1.0,65.35
mono,500,6,3,0.001,0.01,-4.0,4.0,65.94
mono,500,6,3,0.001,0.01,-4.0,8.0,61.72
mono,500,6,3,0.001,0.01,-4.0,16.0,49.20
mono,500,6,3,0.001,0.01,-8.0,4.0,63.17
mono,500,6,3,0.001,0.01,-16.0,4.0,57.78
mono,500,6,3,0.001,0.00001,0.0,4.0,68.38
mono,500,6,3,0.001,0.00001,-2.0,4.0,67.26
mono,500,6,3,0.001,0.00001,-1.0,4.0,67.77
mono,500,6,3,0.001,0.00001,-4.0,0.0,63.57
mono,500,6,3,0.001,0.00001,-4.0,2.0,66.41
mono,500,6,3,0.001,0.00001,-4.0,1.0,65.13
mono,500,6,3,0.001,0.00001,-4.0,4.0,66.23
mono,500,6,3,0.001,0.00001,-4.0,8.0,61.61
mono,500,6,3,0.001,0.00001,-4.0,16.0,49.82
mono,500,6,3,0.001,0.00001,-8.0,4.0,63.53
mono,500,6,3,0.001,0.00001,-16.0,4.0,58.43
mono,500,6,3,0.001,0.1,0.0,4.0,65.13
mono,500,6,3,0.001,0.1,-2.0,4.0,63.96
mono,500,6,3,0.001,0.1,-1.0,4.0,64.53
mono,500,6,3,0.001,0.1,-4.0,0.0,61.86
mono,500,6,3,0.001,0.1,-4.0,2.0,63.60
mono,500,6,3,0.001,0.1,-4.0,1.0,62.38
mono,500,6,3,0.001,0.1,-4.0,4.0,62.29
mono,500,6,3,0.001,0.1,-4.0,8.0,55.96
mono,500,6,3,0.001,0.1,-4.0,16.0,41.91
mono,500,6,3,0.001,0.1,-8.0,4.0,58.78
mono,500,6,3,0.001,0.1,-16.0,4.0,52.11
mono,500,6,3,0.001,0.0001,0.0,4.0,68.19
mono,500,6,3,0.001,0.0001,-2.0,4.0,67.19
mono,500,6,3,0.001,0.0001,-1.0,4.0,67.80
mono,500,6,3,0.001,0.0001,-4.0,0.0,63.99
mono,500,6,3,0.001,0.0001,-4.0,2.0,66.77
mono,500,6,3,0.001,0.0001,-4.0,1.0,65.10
mono,500,6,3,0.001,0.0001,-4.0,4.0,65.90
mono,500,6,3,0.001,0.0001,-4.0,8.0,61.67
mono,500,6,3,0.001,0.0001,-4.0,16.0,50.64
mono,500,6,3,0.001,0.0001,-8.0,4.0,63.49
mono,500,6,3,0.001,0.0001,-16.0,4.0,58.32
mono,500,6,5,0.001,0.001,0.0,4.0,69.47
mono,500,6,5,0.001,0.001,-2.0,4.0,69.01
mono,500,6,5,0.001,0.001,-1.0,4.0,69.30
mono,500,6,5,0.001,0.001,-4.0,0.0,64.96
mono,500,6,5,0.001,0.001,-4.0,2.0,67.76
mono,500,6,5,0.001,0.001,-4.0,1.0,66.49
mono,500,6,5,0.001,0.001,-4.0,4.0,68.07
mono,500,6,5,0.001,0.001,-4.0,8.0,63.97
mono,500,6,5,0.001,0.001,-4.0,16.0,52.91
mono,500,6,5,0.001,0.001,-8.0,4.0,65.47
mono,500,6,5,0.001,0.001,-16.0,4.0,60.37
mono,500,6,5,0.001,0.002,0.0,4.0,69.30
mono,500,6,5,0.001,0.002,-2.0,4.0,68.75
mono,500,6,5,0.001,0.002,-1.0,4.0,69.03
mono,500,6,5,0.001,0.002,-4.0,0.0,64.96
mono,500,6,5,0.001,0.002,-4.0,2.0,67.62
mono,500,6,5,0.001,0.002,-4.0,1.0,66.46
mono,500,6,5,0.001,0.002,-4.0,4.0,67.79
mono,500,6,5,0.001,0.002,-4.0,8.0,63.99
mono,500,6,5,0.001,0.002,-4.0,16.0,52.70
mono,500,6,5,0.001,0.002,-8.0,4.0,65.39
mono,500,6,5,0.001,0.002,-16.0,4.0,60.13
mono,500,6,5,0.001,0.003,0.0,4.0,69.47
mono,500,6,5,0.001,0.003,-2.0,4.0,68.84
mono,500,6,5,0.001,0.003,-1.0,4.0,69.09
mono,500,6,5,0.001,0.003,-4.0,0.0,65.05
mono,500,6,5,0.001,0.003,-4.0,2.0,67.63
mono,500,6,5,0.001,0.003,-4.0,1.0,66.49
mono,500,6,5,0.001,0.003,-4.0,4.0,67.80
mono,500,6,5,0.001,0.003,-4.0,8.0,63.93
mono,500,6,5,0.001,0.003,-4.0,16.0,52.45
mono,500,6,5,0.001,0.003,-8.0,4.0,65.36
mono,500,6,5,0.001,0.003,-16.0,4.0,60.31
mono,500,6,5,0.001,0.01,0.0,4.0,68.98
mono,500,6,5,0.001,0.01,-2.0,4.0,68.21
mono,500,6,5,0.001,0.01,-1.0,4.0,68.76
mono,500,6,5,0.001,0.01,-4.0,0.0,64.75
mono,500,6,5,0.001,0.01,-4.0,2.0,67.33
mono,500,6,5,0.001,0.01,-4.0,1.0,65.95
mono,500,6,5,0.001,0.01,-4.0,4.0,67.12
mono,500,6,5,0.001,0.01,-4.0,8.0,63.09
mono,500,6,5,0.001,0.01,-4.0,16.0,51.27
mono,500,6,5,0.001,0.01,-8.0,4.0,64.73
mono,500,6,5,0.001,0.01,-16.0,4.0,59.37
mono,500,6,5,0.001,0.00001,0.0,4.0,69.61
mono,500,6,5,0.001,0.00001,-2.0,4.0,69.07
mono,500,6,5,0.001,0.00001,-1.0,4.0,69.37
mono,500,6,5,0.001,0.00001,-4.0,0.0,65.01
mono,500,6,5,0.001,0.00001,-4.0,2.0,67.84
mono,500,6,5,0.001,0.00001,-4.0,1.0,66.38
mono,500,6,5,0.001,0.00001,-4.0,4.0,68.10
mono,500,6,5,0.001,0.00001,-4.0,8.0,64.10
mono,500,6,5,0.001,0.00001,-4.0,16.0,52.91
mono,500,6,5,0.001,0.00001,-8.0,4.0,65.56
mono,500,6,5,0.001,0.00001,-16.0,4.0,60.45
mono,500,6,5,0.001,0.1,0.0,4.0,65.69
mono,500,6,5,0.001,0.1,-2.0,4.0,64.64
mono,500,6,5,0.001,0.1,-1.0,4.0,65.12
mono,500,6,5,0.001,0.1,-4.0,0.0,62.71
mono,500,6,5,0.001,0.1,-4.0,2.0,64.42
mono,500,6,5,0.001,0.1,-4.0,1.0,63.36
mono,500,6,5,0.001,0.1,-4.0,4.0,63.03
mono,500,6,5,0.001,0.1,-4.0,8.0,57.56
mono,500,6,5,0.001,0.1,-4.0,16.0,43.78
mono,500,6,5,0.001,0.1,-8.0,4.0,60.02
mono,500,6,5,0.001,0.1,-16.0,4.0,53.51
mono,500,6,5,0.001,0.0001,0.0,4.0,69.69
mono,500,6,5,0.001,0.0001,-2.0,4.0,69.20
mono,500,6,5,0.001,0.0001,-1.0,4.0,69.47
mono,500,6,5,0.001,0.0001,-4.0,0.0,65.10
mono,500,6,5,0.001,0.0001,-4.0,2.0,67.97
mono,500,6,5,0.001,0.0001,-4.0,1.0,66.35
mono,500,6,5,0.001,0.0001,-4.0,4.0,68.21
mono,500,6,5,0.001,0.0001,-4.0,8.0,64.07
mono,500,6,5,0.001,0.0001,-4.0,16.0,52.82
mono,500,6,5,0.001,0.0001,-8.0,4.0,65.58
mono,500,6,5,0.001,0.0001,-16.0,4.0,60.59
mono,500,6,7,0.001,0.001,0.0,4.0,69.78
mono,500,6,7,0.001,0.001,-2.0,4.0,68.87
mono,500,6,7,0.001,0.001,-1.0,4.0,69.35
mono,500,6,7,0.001,0.001,-4.0,0.0,65.22
mono,500,6,7,0.001,0.001,-4.0,2.0,68.24
mono,500,6,7,0.001,0.001,-4.0,1.0,66.49
mono,500,6,7,0.001,0.001,-4.0,4.0,67.85
mono,500,6,7,0.001,0.001,-4.0,8.0,64.42
mono,500,6,7,0.001,0.001,-4.0,16.0,52.29
mono,500,6,7,0.001,0.001,-8.0,4.0,65.46
mono,500,6,7,0.001,0.001,-16.0,4.0,60.45
mono,500,6,7,0.001,0.002,0.0,4.0,69.63
mono,500,6,7,0.001,0.002,-2.0,4.0,68.76
mono,500,6,7,0.001,0.002,-1.0,4.0,69.26
mono,500,6,7,0.001,0.002,-4.0,0.0,65.19
mono,500,6,7,0.001,0.002,-4.0,2.0,68.10
mono,500,6,7,0.001,0.002,-4.0,1.0,66.34
mono,500,6,7,0.001,0.002,-4.0,4.0,67.79
mono,500,6,7,0.001,0.002,-4.0,8.0,64.36
mono,500,6,7,0.001,0.002,-4.0,16.0,52.28
mono,500,6,7,0.001,0.002,-8.0,4.0,65.24
mono,500,6,7,0.001,0.002,-16.0,4.0,60.13
mono,500,6,7,0.001,0.003,0.0,4.0,69.63
mono,500,6,7,0.001,0.003,-2.0,4.0,68.84
mono,500,6,7,0.001,0.003,-1.0,4.0,69.33
mono,500,6,7,0.001,0.003,-4.0,0.0,65.24
mono,500,6,7,0.001,0.003,-4.0,2.0,68.01
mono,500,6,7,0.001,0.003,-4.0,1.0,66.46
mono,500,6,7,0.001,0.003,-4.0,4.0,67.76
mono,500,6,7,0.001,0.003,-4.0,8.0,64.38
mono,500,6,7,0.001,0.003,-4.0,16.0,52.22
mono,500,6,7,0.001,0.003,-8.0,4.0,65.38
mono,500,6,7,0.001,0.003,-16.0,4.0,60.22
mono,500,6,7,0.001,0.01,0.0,4.0,69.81
mono,500,6,7,0.001,0.01,-2.0,4.0,69.06
mono,500,6,7,0.001,0.01,-1.0,4.0,69.27
mono,500,6,7,0.001,0.01,-4.0,0.0,65.46
mono,500,6,7,0.001,0.01,-4.0,2.0,68.27
mono,500,6,7,0.001,0.01,-4.0,1.0,66.88
mono,500,6,7,0.001,0.01,-4.0,4.0,68.21
mono,500,6,7,0.001,0.01,-4.0,8.0,64.48
mono,500,6,7,0.001,0.01,-4.0,16.0,52.56
mono,500,6,7,0.001,0.01,-8.0,4.0,65.90
mono,500,6,7,0.001,0.01,-16.0,4.0,60.65
mono,500,6,7,0.001,0.00001,0.0,4.0,69.89
mono,500,6,7,0.001,0.00001,-2.0,4.0,68.96
mono,500,6,7,0.001,0.00001,-1.0,4.0,69.35
mono,500,6,7,0.001,0.00001,-4.0,0.0,65.27
mono,500,6,7,0.001,0.00001,-4.0,2.0,68.21
mono,500,6,7,0.001,0.00001,-4.0,1.0,66.62
mono,500,6,7,0.001,0.00001,-4.0,4.0,67.84
mono,500,6,7,0.001,0.00001,-4.0,8.0,64.34
mono,500,6,7,0.001,0.00001,-4.0,16.0,52.45
mono,500,6,7,0.001,0.00001,-8.0,4.0,65.63
mono,500,6,7,0.001,0.00001,-16.0,4.0,60.50
mono,500,6,7,0.001,0.1,0.0,4.0,65.61
mono,500,6,7,0.001,0.1,-2.0,4.0,64.76
mono,500,6,7,0.001,0.1,-1.0,4.0,65.30
mono,500,6,7,0.001,0.1,-4.0,0.0,62.40
mono,500,6,7,0.001,0.1,-4.0,2.0,64.61
mono,500,6,7,0.001,0.1,-4.0,1.0,63.11
mono,500,6,7,0.001,0.1,-4.0,4.0,63.59
mono,500,6,7,0.001,0.1,-4.0,8.0,58.01
mono,500,6,7,0.001,0.1,-4.0,16.0,44.31
mono,500,6,7,0.001,0.1,-8.0,4.0,60.30
mono,500,6,7,0.001,0.1,-16.0,4.0,54.12
mono,500,6,7,0.001,0.0001,0.0,4.0,69.77
mono,500,6,7,0.001,0.0001,-2.0,4.0,68.87
mono,500,6,7,0.001,0.0001,-1.0,4.0,69.40
mono,500,6,7,0.001,0.0001,-4.0,0.0,65.02
mono,500,6,7,0.001,0.0001,-4.0,2.0,68.08
mono,500,6,7,0.001,0.0001,-4.0,1.0,66.66
mono,500,6,7,0.001,0.0001,-4.0,4.0,67.90
mono,500,6,7,0.001,0.0001,-4.0,8.0,64.56
mono,500,6,7,0.001,0.0001,-4.0,16.0,52.51
mono,500,6,7,0.001,0.0001,-8.0,4.0,65.63
mono,500,6,7,0.001,0.0001,-16.0,4.0,60.44
mono,500,6,9,0.001,0.001,0.0,4.0,70.00
mono,500,6,9,0.001,0.001,-2.0,4.0,69.12
mono,500,6,9,0.001,0.001,-1.0,4.0,69.58
mono,500,6,9,0.001,0.001,-4.0,0.0,65.44
mono,500,6,9,0.001,0.001,-4.0,2.0,68.31
mono,500,6,9,0.001,0.001,-4.0,1.0,66.71
mono,500,6,9,0.001,0.001,-4.0,4.0,68.16
mono,500,6,9,0.001,0.001,-4.0,8.0,64.64
mono,500,6,9,0.001,0.001,-4.0,16.0,52.46
mono,500,6,9,0.001,0.001,-8.0,4.0,66.14
mono,500,6,9,0.001,0.001,-16.0,4.0,61.33
mono,500,6,9,0.001,0.002,0.0,4.0,69.97
mono,500,6,9,0.001,0.002,-2.0,4.0,69.13
mono,500,6,9,0.001,0.002,-1.0,4.0,69.52
mono,500,6,9,0.001,0.002,-4.0,0.0,65.49
mono,500,6,9,0.001,0.002,-4.0,2.0,68.25
mono,500,6,9,0.001,0.002,-4.0,1.0,66.79
mono,500,6,9,0.001,0.002,-4.0,4.0,68.19
mono,500,6,9,0.001,0.002,-4.0,8.0,64.70
mono,500,6,9,0.001,0.002,-4.0,16.0,52.37
mono,500,6,9,0.001,0.002,-8.0,4.0,66.12
mono,500,6,9,0.001,0.002,-16.0,4.0,61.27
mono,500,6,9,0.001,0.003,0.0,4.0,70.34
mono,500,6,9,0.001,0.003,-2.0,4.0,69.44
mono,500,6,9,0.001,0.003,-1.0,4.0,69.81
mono,500,6,9,0.001,0.003,-4.0,0.0,65.38
mono,500,6,9,0.001,0.003,-4.0,2.0,68.53
mono,500,6,9,0.001,0.003,-4.0,1.0,66.92
mono,500,6,9,0.001,0.003,-4.0,4.0,68.38
mono,500,6,9,0.001,0.003,-4.0,8.0,65.12
mono,500,6,9,0.001,0.003,-4.0,16.0,53.04
mono,500,6,9,0.001,0.003,-8.0,4.0,66.49
mono,500,6,9,0.001,0.003,-16.0,4.0,61.52
mono,500,6,9,0.001,0.01,0.0,4.0,69.72
mono,500,6,9,0.001,0.01,-2.0,4.0,68.96
mono,500,6,9,0.001,0.01,-1.0,4.0,69.38
mono,500,6,9,0.001,0.01,-4.0,0.0,65.44
mono,500,6,9,0.001,0.01,-4.0,2.0,68.31
mono,500,6,9,0.001,0.01,-4.0,1.0,66.62
mono,500,6,9,0.001,0.01,-4.0,4.0,67.88
mono,500,6,9,0.001,0.01,-4.0,8.0,64.51
mono,500,6,9,0.001,0.01,-4.0,16.0,51.77
mono,500,6,9,0.001,0.01,-8.0,4.0,66.00
mono,500,6,9,0.001,0.01,-16.0,4.0,60.73
mono,500,6,9,0.001,0.00001,0.0,4.0,70.20
mono,500,6,9,0.001,0.00001,-2.0,4.0,69.43
mono,500,6,9,0.001,0.00001,-1.0,4.0,69.81
mono,500,6,9,0.001,0.00001,-4.0,0.0,65.92
mono,500,6,9,0.001,0.00001,-4.0,2.0,68.64
mono,500,6,9,0.001,0.00001,-4.0,1.0,67.00
mono,500,6,9,0.001,0.00001,-4.0,4.0,68.58
mono,500,6,9,0.001,0.00001,-4.0,8.0,65.61
mono,500,6,9,0.001,0.00001,-4.0,16.0,53.96
mono,500,6,9,0.001,0.00001,-8.0,4.0,66.52
mono,500,6,9,0.001,0.00001,-16.0,4.0,62.30
mono,500,6,9,0.001,0.1,0.0,4.0,66.85
mono,500,6,9,0.001,0.1,-2.0,4.0,65.72
mono,500,6,9,0.001,0.1,-1.0,4.0,66.40
mono,500,6,9,0.001,0.1,-4.0,0.0,63.03
mono,500,6,9,0.001,0.1,-4.0,2.0,65.55
mono,500,6,9,0.001,0.1,-4.0,1.0,64.25
mono,500,6,9,0.001,0.1,-4.0,4.0,64.88
mono,500,6,9,0.001,0.1,-4.0,8.0,58.61
mono,500,6,9,0.001,0.1,-4.0,16.0,44.86
mono,500,6,9,0.001,0.1,-8.0,4.0,61.78
mono,500,6,9,0.001,0.1,-16.0,4.0,55.31
mono,500,6,9,0.001,0.0001,0.0,4.0,70.18
mono,500,6,9,0.001,0.0001,-2.0,4.0,69.43
mono,500,6,9,0.001,0.0001,-1.0,4.0,69.84
mono,500,6,9,0.001,0.0001,-4.0,0.0,65.95
mono,500,6,9,0.001,0.0001,-4.0,2.0,68.64
mono,500,6,9,0.001,0.0001,-4.0,1.0,67.02
mono,500,6,9,0.001,0.0001,-4.0,4.0,68.59
mono,500,6,9,0.001,0.0001,-4.0,8.0,65.63
mono,500,6,9,0.001,0.0001,-4.0,16.0,53.98
mono,500,6,9,0.001,0.0001,-8.0,4.0,66.52
mono,500,6,9,0.001,0.0001,-16.0,4.0,62.30
mono,500,6,9,0.001,0.0005,0.0,4.0,70.00
mono,500,6,9,0.001,0.0005,-2.0,4.0,69.15
mono,500,6,9,0.001,0.0005,-1.0,4.0,69.55
mono,500,6,9,0.001,0.0005,-4.0,0.0,65.47
mono,500,6,9,0.001,0.0005,-4.0,2.0,68.36
mono,500,6,9,0.001,0.0005,-4.0,1.0,66.75
mono,500,6,9,0.001,0.0005,-4.0,4.0,68.13
mono,500,6,9,0.001,0.0005,-4.0,8.0,64.71
mono,500,6,9,0.001,0.0005,-4.0,16.0,52.40
mono,500,6,9,0.001,0.0005,-8.0,4.0,66.17
mono,500,6,9,0.001,0.0005,-16.0,4.0,61.44
mono,500,6,9,0.001,0.005,0.0,4.0,70.17
mono,500,6,9,0.001,0.005,-2.0,4.0,69.46
mono,500,6,9,0.001,0.005,-1.0,4.0,69.75
mono,500,6,9,0.001,0.005,-4.0,0.0,65.60
mono,500,6,9,0.001,0.005,-4.0,2.0,68.73
mono,500,6,9,0.001,0.005,-4.0,1.0,67.05
mono,500,6,9,0.001,0.005,-4.0,4.0,68.58
mono,500,6,9,0.001,0.005,-4.0,8.0,65.46
mono,500,6,9,0.001,0.005,-4.0,16.0,53.14
mono,500,6,9,0.001,0.005,-8.0,4.0,66.51
mono,500,6,9,0.001,0.005,-16.0,4.0,61.76
mono,500,6,9,0.001,0.05,0.0,4.0,68.79
mono,500,6,9,0.001,0.05,-2.0,4.0,67.63
mono,500,6,9,0.001,0.05,-1.0,4.0,68.21
mono,500,6,9,0.001,0.05,-4.0,0.0,64.27
mono,500,6,9,0.001,0.05,-4.0,2.0,66.99
mono,500,6,9,0.001,0.05,-4.0,1.0,65.52
mono,500,6,9,0.001,0.05,-4.0,4.0,66.58
mono,500,6,9,0.001,0.05,-4.0,8.0,61.66
mono,500,6,9,0.001,0.05,-4.0,16.0,48.48
mono,500,6,9,0.001,0.05,-8.0,4.0,64.08
mono,500,6,9,0.001,0.05,-16.0,4.0,58.03
xwbir,500,6,1,0.001,0.001,0.0,4.0,68.98
xwbir,500,6,1,0.001,0.001,-2.0,4.0,68.27
xwbir,500,6,1,0.001,0.001,-1.0,4.0,68.65
xwbir,500,6,1,0.001,0.001,-4.0,0.0,64.98
xwbir,500,6,1,0.001,0.001,-4.0,2.0,68.01
xwbir,500,6,1,0.001,0.001,-4.0,1.0,66.51
xwbir,500,6,1,0.001,0.001,-4.0,4.0,67.77
xwbir,500,6,1,0.001,0.001,-4.0,8.0,65.29
xwbir,500,6,1,0.001,0.001,-4.0,16.0,54.92
xwbir,500,6,1,0.001,0.001,-8.0,4.0,66.28
xwbir,500,6,1,0.001,0.001,-16.0,4.0,62.89
xwbir,500,6,1,0.001,0.002,0.0,4.0,68.96
xwbir,500,6,1,0.001,0.002,-2.0,4.0,68.39
xwbir,500,6,1,0.001,0.002,-1.0,4.0,68.55
xwbir,500,6,1,0.001,0.002,-4.0,0.0,64.88
xwbir,500,6,1,0.001,0.002,-4.0,2.0,67.94
xwbir,500,6,1,0.001,0.002,-4.0,1.0,66.38
xwbir,500,6,1,0.001,0.002,-4.0,4.0,67.70
xwbir,500,6,1,0.001,0.002,-4.0,8.0,65.18
xwbir,500,6,1,0.001,0.002,-4.0,16.0,54.73
xwbir,500,6,1,0.001,0.002,-8.0,4.0,66.18
xwbir,500,6,1,0.001,0.002,-16.0,4.0,62.69
xwbir,500,6,1,0.001,0.003,0.0,4.0,68.99
xwbir,500,6,1,0.001,0.003,-2.0,4.0,68.41
xwbir,500,6,1,0.001,0.003,-1.0,4.0,68.48
xwbir,500,6,1,0.001,0.003,-4.0,0.0,64.85
xwbir,500,6,1,0.001,0.003,-4.0,2.0,67.96
xwbir,500,6,1,0.001,0.003,-4.0,1.0,66.51
xwbir,500,6,1,0.001,0.003,-4.0,4.0,67.74
