ph_model,nhid,ctxt,layers,ptdecay,ftdecay,ins,gscale,decode_acc
xwbir,500,6,9,0.001,0.003,0.0,4.0,72.28
xwbir,500,6,9,0.001,0.003,-2.0,4.0,71.74
xwbir,500,6,9,0.001,0.003,-1.0,4.0,72.05
xwbir,500,6,9,0.001,0.003,-4.0,0.0,66.32
xwbir,500,6,9,0.001,0.003,-4.0,2.0,70.12
xwbir,500,6,9,0.001,0.003,-4.0,1.0,68.33
xwbir,500,6,9,0.001,0.003,-4.0,4.0,71.03
xwbir,500,6,9,0.001,0.003,-4.0,8.0,68.62
xwbir,500,6,9,0.001,0.003,-4.0,16.0,56.86
xwbir,500,6,9,0.001,0.003,-8.0,4.0,69.38
xwbir,500,6,9,0.001,0.003,-16.0,4.0,65.56
xwbir,500,6,9,0.001,0.01,0.0,4.0,72.35
xwbir,500,6,9,0.001,0.01,-2.0,4.0,71.87
xwbir,500,6,9,0.001,0.01,-1.0,4.0,71.99
xwbir,500,6,9,0.001,0.01,-4.0,0.0,66.38
xwbir,500,6,9,0.001,0.01,-4.0,2.0,69.97
xwbir,500,6,9,0.001,0.01,-4.0,1.0,68.14
xwbir,500,6,9,0.001,0.01,-4.0,4.0,71.05
xwbir,500,6,9,0.001,0.01,-4.0,8.0,68.14
xwbir,500,6,9,0.001,0.01,-4.0,16.0,55.91
xwbir,500,6,9,0.001,0.01,-8.0,4.0,69.38
xwbir,500,6,9,0.001,0.01,-16.0,4.0,65.55
xwbir,500,6,9,0.001,0.00001,0.0,4.0,72.21
xwbir,500,6,9,0.001,0.00001,-2.0,4.0,71.70
xwbir,500,6,9,0.001,0.00001,-1.0,4.0,72.05
xwbir,500,6,9,0.001,0.00001,-4.0,0.0,66.32
xwbir,500,6,9,0.001,0.00001,-4.0,2.0,70.15
xwbir,500,6,9,0.001,0.00001,-4.0,1.0,68.31
xwbir,500,6,9,0.001,0.00001,-4.0,4.0,71.02
xwbir,500,6,9,0.001,0.00001,-4.0,8.0,68.87
xwbir,500,6,9,0.001,0.00001,-4.0,16.0,57.08
xwbir,500,6,9,0.001,0.00001,-8.0,4.0,69.23
xwbir,500,6,9,0.001,0.00001,-16.0,4.0,65.58
xwbir,500,6,9,0.001,0.1,0.0,4.0,69.49
xwbir,500,6,9,0.001,0.1,-2.0,4.0,68.67
xwbir,500,6,9,0.001,0.1,-1.0,4.0,69.21
xwbir,500,6,9,0.001,0.1,-4.0,0.0,65.27
xwbir,500,6,9,0.001,0.1,-4.0,2.0,68.10
xwbir,500,6,9,0.001,0.1,-4.0,1.0,66.41
xwbir,500,6,9,0.001,0.1,-4.0,4.0,67.76
xwbir,500,6,9,0.001,0.1,-4.0,8.0,63.83
xwbir,500,6,9,0.001,0.1,-4.0,16.0,49.70
xwbir,500,6,9,0.001,0.1,-8.0,4.0,65.05
xwbir,500,6,9,0.001,0.1,-16.0,4.0,60.74
xwbir,500,6,9,0.001,0.0001,0.0,4.0,72.32
xwbir,500,6,9,0.001,0.0001,-2.0,4.0,71.81
xwbir,500,6,9,0.001,0.0001,-1.0,4.0,72.24
xwbir,500,6,9,0.001,0.0001,-4.0,0.0,66.45
xwbir,500,6,9,0.001,0.0001,-4.0,2.0,70.34
xwbir,500,6,9,0.001,0.0001,-4.0,1.0,68.30
xwbir,500,6,9,0.001,0.0001,-4.0,4.0,71.17
xwbir,500,6,9,0.001,0.0001,-4.0,8.0,69.10
xwbir,500,6,9,0.001,0.0001,-4.0,16.0,57.35
xwbir,500,6,9,0.001,0.0001,-8.0,4.0,69.33
xwbir,500,6,9,0.001,0.0001,-16.0,4.0,65.75
xwbir,500,6,9,0.001,0.0005,0.0,4.0,72.32
xwbir,500,6,9,0.001,0.0005,-2.0,4.0,71.81
xwbir,500,6,9,0.001,0.0005,-1.0,4.0,72.22
xwbir,500,6,9,0.001,0.0005,-4.0,0.0,66.46
xwbir,500,6,9,0.001,0.0005,-4.0,2.0,70.29
xwbir,500,6,9,0.001,0.0005,-4.0,1.0,68.31
xwbir,500,6,9,0.001,0.0005,-4.0,4.0,71.11
xwbir,500,6,9,0.001,0.0005,-4.0,8.0,69.06
xwbir,500,6,9,0.001,0.0005,-4.0,16.0,57.33
xwbir,500,6,9,0.001,0.0005,-8.0,4.0,69.30
xwbir,500,6,9,0.001,0.0005,-16.0,4.0,65.73
xwbir,500,6,9,0.001,0.005,0.0,4.0,72.35
xwbir,500,6,9,0.001,0.005,-2.0,4.0,71.81
xwbir,500,6,9,0.001,0.005,-1.0,4.0,72.21
xwbir,500,6,9,0.001,0.005,-4.0,0.0,66.29
xwbir,500,6,9,0.001,0.005,-4.0,2.0,70.11
xwbir,500,6,9,0.001,0.005,-4.0,1.0,68.31
xwbir,500,6,9,0.001,0.005,-4.0,4.0,71.13
xwbir,500,6,9,0.001,0.005,-4.0,8.0,68.55
xwbir,500,6,9,0.001,0.005,-4.0,16.0,56.78
xwbir,500,6,9,0.001,0.005,-8.0,4.0,69.41
xwbir,500,6,9,0.001,0.005,-16.0,4.0,65.58
xwbir,500,6,9,0.001,0.05,0.0,4.0,70.54
xwbir,500,6,9,0.001,0.05,-2.0,4.0,69.84
xwbir,500,6,9,0.001,0.05,-1.0,4.0,70.12
xwbir,500,6,9,0.001,0.05,-4.0,0.0,66.11
xwbir,500,6,9,0.001,0.05,-4.0,2.0,68.73
xwbir,500,6,9,0.001,0.05,-4.0,1.0,67.50
xwbir,500,6,9,0.001,0.05,-4.0,4.0,69.30
xwbir,500,6,9,0.001,0.05,-4.0,8.0,65.66
xwbir,500,6,9,0.001,0.05,-4.0,16.0,52.48
xwbir,500,6,9,0.001,0.05,-8.0,4.0,66.77
xwbir,500,6,9,0.001,0.05,-16.0,4.0,62.74
xwbil,500,6,1,0.001,0.001,0.0,4.0,69.80
xwbil,500,6,1,0.001,0.001,-2.0,4.0,68.78
xwbil,500,6,1,0.001,0.001,-1.0,4.0,69.15
xwbil,500,6,1,0.001,0.001,-4.0,0.0,64.84
xwbil,500,6,1,0.001,0.001,-4.0,2.0,68.21
xwbil,500,6,1,0.001,0.001,-4.0,1.0,66.65
xwbil,500,6,1,0.001,0.001,-4.0,4.0,67.87
xwbil,500,6,1,0.001,0.001,-4.0,8.0,64.07
xwbil,500,6,1,0.001,0.001,-4.0,16.0,52.70
xwbil,500,6,1,0.001,0.001,-8.0,4.0,65.64
xwbil,500,6,1,0.001,0.001,-16.0,4.0,61.47
xwbil,500,6,1,0.001,0.002,0.0,4.0,69.67
xwbil,500,6,1,0.001,0.002,-2.0,4.0,68.72
xwbil,500,6,1,0.001,0.002,-1.0,4.0,69.13
xwbil,500,6,1,0.001,0.002,-4.0,0.0,64.98
xwbil,500,6,1,0.001,0.002,-4.0,2.0,68.24
xwbil,500,6,1,0.001,0.002,-4.0,1.0,66.63
xwbil,500,6,1,0.001,0.002,-4.0,4.0,67.84
xwbil,500,6,1,0.001,0.002,-4.0,8.0,63.97
xwbil,500,6,1,0.001,0.002,-4.0,16.0,52.67
xwbil,500,6,1,0.001,0.002,-8.0,4.0,65.61
xwbil,500,6,1,0.001,0.002,-16.0,4.0,61.30
xwbil,500,6,1,0.001,0.003,0.0,4.0,69.57
xwbil,500,6,1,0.001,0.003,-2.0,4.0,68.72
xwbil,500,6,1,0.001,0.003,-1.0,4.0,69.13
xwbil,500,6,1,0.001,0.003,-4.0,0.0,64.88
xwbil,500,6,1,0.001,0.003,-4.0,2.0,68.18
xwbil,500,6,1,0.001,0.003,-4.0,1.0,66.62
xwbil,500,6,1,0.001,0.003,-4.0,4.0,67.84
xwbil,500,6,1,0.001,0.003,-4.0,8.0,63.99
xwbil,500,6,1,0.001,0.003,-4.0,16.0,52.59
xwbil,500,6,1,0.001,0.003,-8.0,4.0,65.58
xwbil,500,6,1,0.001,0.003,-16.0,4.0,61.30
xwbil,500,6,1,0.001,0.01,0.0,4.0,69.52
xwbil,500,6,1,0.001,0.01,-2.0,4.0,68.69
xwbil,500,6,1,0.001,0.01,-1.0,4.0,69.20
xwbil,500,6,1,0.001,0.01,-4.0,0.0,64.92
xwbil,500,6,1,0.001,0.01,-4.0,2.0,68.13
xwbil,500,6,1,0.001,0.01,-4.0,1.0,66.52
xwbil,500,6,1,0.001,0.01,-4.0,4.0,67.79
xwbil,500,6,1,0.001,0.01,-4.0,8.0,63.53
xwbil,500,6,1,0.001,0.01,-4.0,16.0,52.02
xwbil,500,6,1,0.001,0.01,-8.0,4.0,65.32
xwbil,500,6,1,0.001,0.01,-16.0,4.0,61.02
xwbil,500,6,1,0.001,0.00001,0.0,4.0,69.75
xwbil,500,6,1,0.001,0.00001,-2.0,4.0,68.98
xwbil,500,6,1,0.001,0.00001,-1.0,4.0,69.43
xwbil,500,6,1,0.001,0.00001,-4.0,0.0,65.04
xwbil,500,6,1,0.001,0.00001,-4.0,2.0,68.33
xwbil,500,6,1,0.001,0.00001,-4.0,1.0,66.51
xwbil,500,6,1,0.001,0.00001,-4.0,4.0,67.94
xwbil,500,6,1,0.001,0.00001,-4.0,8.0,64.21
xwbil,500,6,1,0.001,0.00001,-4.0,16.0,53.07
xwbil,500,6,1,0.001,0.00001,-8.0,4.0,65.89
xwbil,500,6,1,0.001,0.00001,-16.0,4.0,61.83
xwbil,500,6,1,0.001,0.1,0.0,4.0,67.06
xwbil,500,6,1,0.001,0.1,-2.0,4.0,66.15
xwbil,500,6,1,0.001,0.1,-1.0,4.0,66.63
xwbil,500,6,1,0.001,0.1,-4.0,0.0,62.55
xwbil,500,6,1,0.001,0.1,-4.0,2.0,65.95
xwbil,500,6,1,0.001,0.1,-4.0,1.0,64.48
xwbil,500,6,1,0.001,0.1,-4.0,4.0,65.02
xwbil,500,6,1,0.001,0.1,-4.0,8.0,59.73
xwbil,500,6,1,0.001,0.1,-4.0,16.0,45.77
xwbil,500,6,1,0.001,0.1,-8.0,4.0,62.35
xwbil,500,6,1,0.001,0.1,-16.0,4.0,56.94
xwbil,500,6,1,0.001,0.0001,0.0,4.0,69.81
xwbil,500,6,1,0.001,0.0001,-2.0,4.0,68.96
xwbil,500,6,1,0.001,0.0001,-1.0,4.0,69.29
xwbil,500,6,1,0.001,0.0001,-4.0,0.0,64.82
xwbil,500,6,1,0.001,0.0001,-4.0,2.0,68.25
xwbil,500,6,1,0.001,0.0001,-4.0,1.0,66.62
xwbil,500,6,1,0.001,0.0001,-4.0,4.0,67.94
xwbil,500,6,1,0.001,0.0001,-4.0,8.0,64.10
xwbil,500,6,1,0.001,0.0001,-4.0,16.0,52.89
xwbil,500,6,1,0.001,0.0001,-8.0,4.0,65.72
xwbil,500,6,1,0.001,0.0001,-16.0,4.0,61.64
xwbil,500,6,1,0.001,0.0005,0.0,4.0,69.83
xwbil,500,6,1,0.001,0.0005,-2.0,4.0,68.86
xwbil,500,6,1,0.001,0.0005,-1.0,4.0,69.26
xwbil,500,6,1,0.001,0.0005,-4.0,0.0,64.79
xwbil,500,6,1,0.001,0.0005,-4.0,2.0,68.27
xwbil,500,6,1,0.001,0.0005,-4.0,1.0,66.60
xwbil,500,6,1,0.001,0.0005,-4.0,4.0,67.91
xwbil,500,6,1,0.001,0.0005,-4.0,8.0,64.05
xwbil,500,6,1,0.001,0.0005,-4.0,16.0,52.83
xwbil,500,6,1,0.001,0.0005,-8.0,4.0,65.72
xwbil,500,6,1,0.001,0.0005,-16.0,4.0,61.59
xwbil,500,6,1,0.001,0.005,0.0,4.0,69.74
xwbil,500,6,1,0.001,0.005,-2.0,4.0,68.70
xwbil,500,6,1,0.001,0.005,-1.0,4.0,69.15
xwbil,500,6,1,0.001,0.005,-4.0,0.0,65.02
xwbil,500,6,1,0.001,0.005,-4.0,2.0,68.25
xwbil,500,6,1,0.001,0.005,-4.0,1.0,66.51
xwbil,500,6,1,0.001,0.005,-4.0,4.0,67.91
xwbil,500,6,1,0.001,0.005,-4.0,8.0,63.79
xwbil,500,6,1,0.001,0.005,-4.0,16.0,52.71
xwbil,500,6,1,0.001,0.005,-8.0,4.0,65.63
xwbil,500,6,1,0.001,0.005,-16.0,4.0,61.25
xwbil,500,6,1,0.001,0.05,0.0,4.0,68.08
xwbil,500,6,1,0.001,0.05,-2.0,4.0,67.33
xwbil,500,6,1,0.001,0.05,-1.0,4.0,67.82
xwbil,500,6,1,0.001,0.05,-4.0,0.0,64.55
xwbil,500,6,1,0.001,0.05,-4.0,2.0,67.43
xwbil,500,6,1,0.001,0.05,-4.0,1.0,65.80
xwbil,500,6,1,0.001,0.05,-4.0,4.0,66.12
xwbil,500,6,1,0.001,0.05,-4.0,8.0,61.61
xwbil,500,6,1,0.001,0.05,-4.0,16.0,48.79
xwbil,500,6,1,0.001,0.05,-8.0,4.0,63.65
xwbil,500,6,1,0.001,0.05,-16.0,4.0,58.71
xwbil,500,6,3,0.001,0.001,0.0,4.0,72.01
xwbil,500,6,3,0.001,0.001,-2.0,4.0,71.25
xwbil,500,6,3,0.001,0.001,-1.0,4.0,71.53
xwbil,500,6,3,0.001,0.001,-4.0,0.0,67.02
xwbil,500,6,3,0.001,0.001,-4.0,2.0,70.14
xwbil,500,6,3,0.001,0.001,-4.0,1.0,68.95
xwbil,500,6,3,0.001,0.001,-4.0,4.0,70.49
xwbil,500,6,3,0.001,0.001,-4.0,8.0,67.14
xwbil,500,6,3,0.001,0.001,-4.0,16.0,57.19
xwbil,500,6,3,0.001,0.001,-8.0,4.0,68.70
xwbil,500,6,3,0.001,0.001,-16.0,4.0,64.45
xwbil,500,6,3,0.001,0.002,0.0,4.0,70.85
xwbil,500,6,3,0.001,0.002,-2.0,4.0,70.48
xwbil,500,6,3,0.001,0.002,-1.0,4.0,70.60
xwbil,500,6,3,0.001,0.002,-4.0,0.0,66.86
xwbil,500,6,3,0.001,0.002,-4.0,2.0,69.78
xwbil,500,6,3,0.001,0.002,-4.0,1.0,68.45
xwbil,500,6,3,0.001,0.002,-4.0,4.0,69.89
xwbil,500,6,3,0.001,0.002,-4.0,8.0,66.57
xwbil,500,6,3,0.001,0.002,-4.0,16.0,56.28
xwbil,500,6,3,0.001,0.002,-8.0,4.0,68.22
xwbil,500,6,3,0.001,0.002,-16.0,4.0,63.85
xwbil,500,6,3,0.001,0.003,0.0,4.0,71.31
xwbil,500,6,3,0.001,0.003,-2.0,4.0,70.91
xwbil,500,6,3,0.001,0.003,-1.0,4.0,71.19
xwbil,500,6,3,0.001,0.003,-4.0,0.0,66.69
xwbil,500,6,3,0.001,0.003,-4.0,2.0,69.70
xwbil,500,6,3,0.001,0.003,-4.0,1.0,68.27
xwbil,500,6,3,0.001,0.003,-4.0,4.0,70.04
xwbil,500,6,3,0.001,0.003,-4.0,8.0,66.37
xwbil,500,6,3,0.001,0.003,-4.0,16.0,56.13
xwbil,500,6,3,0.001,0.003,-8.0,4.0,68.21
xwbil,500,6,3,0.001,0.003,-16.0,4.0,63.80
xwbil,500,6,3,0.001,0.01,0.0,4.0,71.51
xwbil,500,6,3,0.001,0.01,-2.0,4.0,70.94
xwbil,500,6,3,0.001,0.01,-1.0,4.0,71.22
xwbil,500,6,3,0.001,0.01,-4.0,0.0,67.05
xwbil,500,6,3,0.001,0.01,-4.0,2.0,69.78
xwbil,500,6,3,0.001,0.01,-4.0,1.0,68.50
xwbil,500,6,3,0.001,0.01,-4.0,4.0,69.97
xwbil,500,6,3,0.001,0.01,-4.0,8.0,66.32
xwbil,500,6,3,0.001,0.01,-4.0,16.0,55.97
xwbil,500,6,3,0.001,0.01,-8.0,4.0,67.97
xwbil,500,6,3,0.001,0.01,-16.0,4.0,63.56
xwbil,500,6,3,0.001,0.00001,0.0,4.0,71.61
xwbil,500,6,3,0.001,0.00001,-2.0,4.0,71.06
xwbil,500,6,3,0.001,0.00001,-1.0,4.0,71.37
xwbil,500,6,3,0.001,0.00001,-4.0,0.0,66.92
xwbil,500,6,3,0.001,0.00001,-4.0,2.0,70.12
xwbil,500,6,3,0.001,0.00001,-4.0,1.0,68.92
xwbil,500,6,3,0.001,0.00001,-4.0,4.0,70.51
xwbil,500,6,3,0.001,0.00001,-4.0,8.0,67.29
xwbil,500,6,3,0.001,0.00001,-4.0,16.0,57.44
xwbil,500,6,3,0.001,0.00001,-8.0,4.0,68.65
xwbil,500,6,3,0.001,0.00001,-16.0,4.0,64.44
xwbil,500,6,3,0.001,0.1,0.0,4.0,67.65
xwbil,500,6,3,0.001,0.1,-2.0,4.0,67.05
xwbil,500,6,3,0.001,0.1,-1.0,4.0,67.50
xwbil,500,6,3,0.001,0.1,-4.0,0.0,63.90
xwbil,500,6,3,0.001,0.1,-4.0,2.0,66.40
xwbil,500,6,3,0.001,0.1,-4.0,1.0,64.92
xwbil,500,6,3,0.001,0.1,-4.0,4.0,65.86
xwbil,500,6,3,0.001,0.1,-4.0,8.0,60.78
xwbil,500,6,3,0.001,0.1,-4.0,16.0,46.41
xwbil,500,6,3,0.001,0.1,-8.0,4.0,63.29
xwbil,500,6,3,0.001,0.1,-16.0,4.0,57.19
xwbil,500,6,3,0.001,0.0001,0.0,4.0,71.78
xwbil,500,6,3,0.001,0.0001,-2.0,4.0,71.19
xwbil,500,6,3,0.001,0.0001,-1.0,4.0,71.54
xwbil,500,6,3,0.001,0.0001,-4.0,0.0,66.68
xwbil,500,6,3,0.001,0.0001,-4.0,2.0,70.04
xwbil,500,6,3,0.001,0.0001,-4.0,1.0,68.56
xwbil,500,6,3,0.001,0.0001,-4.0,4.0,70.31
xwbil,500,6,3,0.001,0.0001,-4.0,8.0,67.39
xwbil,500,6,3,0.001,0.0001,-4.0,16.0,57.62
xwbil,500,6,3,0.001,0.0001,-8.0,4.0,68.65
xwbil,500,6,3,0.001,0.0001,-16.0,4.0,64.28
xwbil,500,6,3,0.001,0.0005,0.0,4.0,71.78
xwbil,500,6,3,0.001,0.0005,-2.0,4.0,71.11
xwbil,500,6,3,0.001,0.0005,-1.0,4.0,71.48
xwbil,500,6,3,0.001,0.0005,-4.0,0.0,66.77
xwbil,500,6,3,0.001,0.0005,-4.0,2.0,70.43
xwbil,500,6,3,0.001,0.0005,-4.0,1.0,68.84
xwbil,500,6,3,0.001,0.0005,-4.0,4.0,70.34
xwbil,500,6,3,0.001,0.0005,-4.0,8.0,67.17
xwbil,500,6,3,0.001,0.0005,-4.0,16.0,57.28
xwbil,500,6,3,0.001,0.0005,-8.0,4.0,68.72
xwbil,500,6,3,0.001,0.0005,-16.0,4.0,64.19
xwbil,500,6,3,0.001,0.005,0.0,4.0,71.74
xwbil,500,6,3,0.001,0.005,-2.0,4.0,71.19
xwbil,500,6,3,0.001,0.005,-1.0,4.0,71.51
xwbil,500,6,3,0.001,0.005,-4.0,0.0,67.02
xwbil,500,6,3,0.001,0.005,-4.0,2.0,70.31
xwbil,500,6,3,0.001,0.005,-4.0,1.0,68.79
xwbil,500,6,3,0.001,0.005,-4.0,4.0,70.35
xwbil,500,6,3,0.001,0.005,-4.0,8.0,66.86
xwbil,500,6,3,0.001,0.005,-4.0,16.0,56.71
xwbil,500,6,3,0.001,0.005,-8.0,4.0,68.33
xwbil,500,6,3,0.001,0.005,-16.0,4.0,64.51
xwbil,500,6,3,0.001,0.05,0.0,4.0,69.44
xwbil,500,6,3,0.001,0.05,-2.0,4.0,68.58
xwbil,500,6,3,0.001,0.05,-1.0,4.0,69.03
xwbil,500,6,3,0.001,0.05,-4.0,0.0,65.09
xwbil,500,6,3,0.001,0.05,-4.0,2.0,68.56
xwbil,500,6,3,0.001,0.05,-4.0,1.0,66.91
xwbil,500,6,3,0.001,0.05,-4.0,4.0,67.87
xwbil,500,6,3,0.001,0.05,-4.0,8.0,63.39
xwbil,500,6,3,0.001,0.05,-4.0,16.0,49.75
xwbil,500,6,3,0.001,0.05,-8.0,4.0,65.77
xwbil,500,6,3,0.001,0.05,-16.0,4.0,60.36
xwbil,500,6,5,0.001,0.001,0.0,4.0,71.81
xwbil,500,6,5,0.001,0.001,-2.0,4.0,71.40
xwbil,500,6,5,0.001,0.001,-1.0,4.0,71.59
xwbil,500,6,5,0.001,0.001,-4.0,4.0,70.69
xwbil,500,6,5,0.001,0.002,0.0,4.0,71.62
xwbil,500,6,5,0.001,0.002,-2.0,4.0,71.02
xwbil,500,6,5,0.001,0.002,-1.0,4.0,71.28
xwbil,500,6,5,0.001,0.002,-4.0,0.0,66.48
xwbil,500,6,5,0.001,0.002,-4.0,2.0,70.01
xwbil,500,6,5,0.001,0.002,-4.0,1.0,68.62
xwbil,500,6,5,0.001,0.002,-4.0,4.0,70.32
xwbil,500,6,5,0.001,0.002,-4.0,8.0,67.42
xwbil,500,6,5,0.001,0.002,-4.0,16.0,57.39
xwbil,500,6,5,0.001,0.002,-8.0,4.0,68.53
xwbil,500,6,5,0.001,0.002,-16.0,4.0,64.90
xwbil,500,6,5,0.001,0.003,0.0,4.0,72.08
xwbil,500,6,5,0.001,0.003,-2.0,4.0,71.50
xwbil,500,6,5,0.001,0.003,-1.0,4.0,71.64
xwbil,500,6,5,0.001,0.003,-4.0,0.0,66.92
xwbil,500,6,5,0.001,0.003,-4.0,2.0,70.40
xwbil,500,6,5,0.001,0.003,-4.0,1.0,68.75
xwbil,500,6,5,0.001,0.003,-4.0,4.0,70.85
xwbil,500,6,5,0.001,0.003,-4.0,8.0,67.88
xwbil,500,6,5,0.001,0.003,-4.0,16.0,57.81
xwbil,500,6,5,0.001,0.003,-8.0,4.0,68.86
xwbil,500,6,5,0.001,0.003,-16.0,4.0,65.33
xwbil,500,6,5,0.001,0.01,0.0,4.0,71.34
xwbil,500,6,5,0.001,0.01,-2.0,4.0,70.94
xwbil,500,6,5,0.001,0.01,-1.0,4.0,71.23
xwbil,500,6,5,0.001,0.01,-4.0,0.0,66.60
xwbil,500,6,5,0.001,0.01,-4.0,2.0,69.75
xwbil,500,6,5,0.001,0.01,-4.0,1.0,68.27
xwbil,500,6,5,0.001,0.01,-4.0,4.0,70.04
xwbil,500,6,5,0.001,0.01,-4.0,8.0,66.82
xwbil,500,6,5,0.001,0.01,-4.0,16.0,56.08
xwbil,500,6,5,0.001,0.01,-8.0,4.0,68.24
xwbil,500,6,5,0.001,0.01,-16.0,4.0,64.64
xwbil,500,6,5,0.001,0.00001,0.0,4.0,71.98
xwbil,500,6,5,0.001,0.00001,-2.0,4.0,71.28
xwbil,500,6,5,0.001,0.00001,-1.0,4.0,71.78
xwbil,500,6,5,0.001,0.00001,-4.0,0.0,66.66
xwbil,500,6,5,0.001,0.00001,-4.0,2.0,70.20
xwbil,500,6,5,0.001,0.00001,-4.0,1.0,68.62
xwbil,500,6,5,0.001,0.00001,-4.0,4.0,70.77
xwbil,500,6,5,0.001,0.00001,-4.0,8.0,67.88
xwbil,500,6,5,0.001,0.00001,-4.0,16.0,58.60
xwbil,500,6,5,0.001,0.00001,-8.0,4.0,68.95
xwbil,500,6,5,0.001,0.00001,-16.0,4.0,65.30
xwbil,500,6,5,0.001,0.1,0.0,4.0,68.92
xwbil,500,6,5,0.001,0.1,-2.0,4.0,67.93
xwbil,500,6,5,0.001,0.1,-1.0,4.0,68.48
xwbil,500,6,5,0.001,0.1,-4.0,0.0,64.75
xwbil,500,6,5,0.001,0.1,-4.0,2.0,67.60
xwbil,500,6,5,0.001,0.1,-4.0,1.0,65.90
xwbil,500,6,5,0.001,0.1,-4.0,4.0,67.03
xwbil,500,6,5,0.001,0.1,-4.0,8.0,61.92
xwbil,500,6,5,0.001,0.1,-4.0,16.0,47.34
xwbil,500,6,5,0.001,0.1,-8.0,4.0,64.85
xwbil,500,6,5,0.001,0.1,-16.0,4.0,59.01
xwbil,500,6,5,0.001,0.0001,0.0,4.0,71.93
xwbil,500,6,5,0.001,0.0001,-2.0,4.0,71.40
xwbil,500,6,5,0.001,0.0001,-1.0,4.0,71.78
xwbil,500,6,5,0.001,0.0001,-4.0,0.0,66.88
xwbil,500,6,5,0.001,0.0001,-4.0,2.0,70.45
xwbil,500,6,5,0.001,0.0001,-4.0,1.0,68.73
xwbil,500,6,5,0.001,0.0001,-4.0,4.0,70.62
xwbil,500,6,5,0.001,0.0001,-4.0,8.0,68.25
xwbil,500,6,5,0.001,0.0001,-4.0,16.0,58.84
xwbil,500,6,5,0.001,0.0001,-8.0,4.0,68.98
xwbil,500,6,5,0.001,0.0001,-16.0,4.0,65.30
xwbil,500,6,5,0.001,0.0005,0.0,4.0,71.93
xwbil,500,6,5,0.001,0.0005,-2.0,4.0,71.31
xwbil,500,6,5,0.001,0.0005,-1.0,4.0,71.59
xwbil,500,6,5,0.001,0.0005,-4.0,0.0,66.68
xwbil,500,6,5,0.001,0.0005,-4.0,2.0,70.51
xwbil,500,6,5,0.001,0.0005,-4.0,1.0,68.82
xwbil,500,6,5,0.001,0.0005,-4.0,4.0,70.52
xwbil,500,6,5,0.001,0.0005,-4.0,8.0,68.18
xwbil,500,6,5,0.001,0.0005,-4.0,16.0,58.44
xwbil,500,6,5,0.001,0.0005,-8.0,4.0,68.84
xwbil,500,6,5,0.001,0.0005,-16.0,4.0,65.29
xwbil,500,6,5,0.001,0.005,0.0,4.0,71.57
xwbil,500,6,5,0.001,0.005,-2.0,4.0,70.88
xwbil,500,6,5,0.001,0.005,-1.0,4.0,71.44
xwbil,500,6,5,0.001,0.005,-4.0,0.0,66.57
xwbil,500,6,5,0.001,0.005,-4.0,2.0,69.86
xwbil,500,6,5,0.001,0.005,-4.0,1.0,68.56
xwbil,500,6,5,0.001,0.005,-4.0,4.0,70.31
xwbil,500,6,5,0.001,0.005,-4.0,8.0,67.36
xwbil,500,6,5,0.001,0.005,-4.0,16.0,56.64
xwbil,500,6,5,0.001,0.005,-8.0,4.0,68.19
xwbil,500,6,5,0.001,0.005,-16.0,4.0,64.56
xwbil,500,6,5,0.001,0.05,0.0,4.0,70.51
xwbil,500,6,5,0.001,0.05,-2.0,4.0,69.81
xwbil,500,6,5,0.001,0.05,-1.0,4.0,70.09
xwbil,500,6,5,0.001,0.05,-4.0,0.0,66.15
xwbil,500,6,5,0.001,0.05,-4.0,2.0,68.81
xwbil,500,6,5,0.001,0.05,-4.0,1.0,67.29
xwbil,500,6,5,0.001,0.05,-4.0,4.0,68.82
xwbil,500,6,5,0.001,0.05,-4.0,8.0,64.84
xwbil,500,6,5,0.001,0.05,-4.0,16.0,51.26
xwbil,500,6,5,0.001,0.05,-8.0,4.0,66.82
xwbil,500,6,5,0.001,0.05,-16.0,4.0,62.00
xwbil,500,6,7,0.001,0.001,0.0,4.0,72.66
xwbil,500,6,7,0.001,0.001,-2.0,4.0,71.93
xwbil,500,6,7,0.001,0.001,-1.0,4.0,72.33
xwbil,500,6,7,0.001,0.001,-4.0,0.0,67.43
xwbil,500,6,7,0.001,0.001,-4.0,2.0,71.23
xwbil,500,6,7,0.001,0.001,-4.0,1.0,69.26
xwbil,500,6,7,0.001,0.001,-4.0,4.0,71.39
xwbil,500,6,7,0.001,0.001,-4.0,8.0,68.86
xwbil,500,6,7,0.001,0.001,-4.0,16.0,58.94
xwbil,500,6,7,0.001,0.001,-8.0,4.0,69.86
xwbil,500,6,7,0.001,0.001,-16.0,4.0,66.29
xwbil,500,6,7,0.001,0.002,0.0,4.0,72.76
xwbil,500,6,7,0.001,0.002,-2.0,4.0,71.90
xwbil,500,6,7,0.001,0.002,-1.0,4.0,72.28
xwbil,500,6,7,0.001,0.002,-4.0,0.0,67.51
xwbil,500,6,7,0.001,0.002,-4.0,2.0,71.25
xwbil,500,6,7,0.001,0.002,-4.0,1.0,69.23
xwbil,500,6,7,0.001,0.002,-4.0,4.0,71.40
xwbil,500,6,7,0.001,0.002,-4.0,8.0,68.84
xwbil,500,6,7,0.001,0.002,-4.0,16.0,58.75
xwbil,500,6,7,0.001,0.002,-8.0,4.0,69.83
xwbil,500,6,7,0.001,0.002,-16.0,4.0,66.20
