ph_model,nhid,ctxt,layers,ptdecay,ftdecay,ins_pl,decode_acc
xwbil,500,6,7,0.001,0.1,-16.0,66.48
xwbil,500,6,7,0.001,0.0001,0.0,71.31
xwbil,500,6,7,0.001,0.0001,-2.0,72.08
xwbil,500,6,7,0.001,0.0001,-1.0,71.84
xwbil,500,6,7,0.001,0.0001,-4.0,72.56
xwbil,500,6,7,0.001,0.0001,-8.0,73.12
xwbil,500,6,7,0.001,0.0001,-16.0,71.84
xwbil,500,6,7,0.001,0.0005,0.0,71.25
xwbil,500,6,7,0.001,0.0005,-2.0,72.11
xwbil,500,6,7,0.001,0.0005,-1.0,71.85
xwbil,500,6,7,0.001,0.0005,-4.0,72.56
xwbil,500,6,7,0.001,0.0005,-8.0,73.07
xwbil,500,6,7,0.001,0.0005,-16.0,71.85
xwbil,500,6,7,0.001,0.005,0.0,71.25
xwbil,500,6,7,0.001,0.005,-2.0,72.05
xwbil,500,6,7,0.001,0.005,-1.0,71.57
xwbil,500,6,7,0.001,0.005,-4.0,72.62
xwbil,500,6,7,0.001,0.005,-8.0,73.07
xwbil,500,6,7,0.001,0.005,-16.0,71.56
xwbil,500,6,7,0.001,0.05,0.0,70.29
xwbil,500,6,7,0.001,0.05,-2.0,71.16
xwbil,500,6,7,0.001,0.05,-1.0,70.93
xwbil,500,6,7,0.001,0.05,-4.0,71.42
xwbil,500,6,7,0.001,0.05,-8.0,71.17
xwbil,500,6,7,0.001,0.05,-16.0,68.53
xwbil,500,6,9,0.001,0.001,0.0,ERROR
xwbil,500,6,9,0.001,0.001,-2.0,ERROR
xwbil,500,6,9,0.001,0.001,-1.0,ERROR
xwbil,500,6,9,0.001,0.001,-4.0,ERROR
xwbil,500,6,9,0.001,0.001,-8.0,ERROR
xwbil,500,6,9,0.001,0.001,-16.0,ERROR
xwbil,500,6,9,0.001,0.002,0.0,ERROR
xwbil,500,6,9,0.001,0.002,-2.0,ERROR
xwbil,500,6,9,0.001,0.002,-1.0,ERROR
xwbil,500,6,9,0.001,0.002,-4.0,ERROR
xwbil,500,6,9,0.001,0.002,-8.0,ERROR
xwbil,500,6,9,0.001,0.002,-16.0,ERROR
xwbil,500,6,9,0.001,0.003,0.0,ERROR
xwbil,500,6,9,0.001,0.003,-2.0,ERROR
xwbil,500,6,9,0.001,0.003,-1.0,ERROR
xwbil,500,6,9,0.001,0.003,-4.0,ERROR
xwbil,500,6,9,0.001,0.003,-8.0,ERROR
xwbil,500,6,9,0.001,0.003,-16.0,ERROR
xwbil,500,6,9,0.001,0.01,0.0,ERROR
xwbil,500,6,9,0.001,0.01,-2.0,ERROR
xwbil,500,6,9,0.001,0.01,-1.0,ERROR
xwbil,500,6,9,0.001,0.01,-4.0,ERROR
xwbil,500,6,9,0.001,0.01,-8.0,ERROR
xwbil,500,6,9,0.001,0.01,-16.0,ERROR
xwbil,500,6,9,0.001,0.00001,0.0,ERROR
xwbil,500,6,9,0.001,0.00001,-2.0,ERROR
xwbil,500,6,9,0.001,0.00001,-1.0,ERROR
xwbil,500,6,9,0.001,0.00001,-4.0,ERROR
xwbil,500,6,9,0.001,0.00001,-8.0,ERROR
xwbil,500,6,9,0.001,0.00001,-16.0,ERROR
xwbil,500,6,9,0.001,0.1,0.0,69.01
xwbil,500,6,9,0.001,0.1,-2.0,69.94
xwbil,500,6,9,0.001,0.1,-1.0,69.41
xwbil,500,6,9,0.001,0.1,-4.0,70.46
xwbil,500,6,9,0.001,0.1,-8.0,69.81
xwbil,500,6,9,0.001,0.1,-16.0,66.75
xwbil,500,6,9,0.001,0.0001,0.0,ERROR
xwbil,500,6,9,0.001,0.0001,-2.0,ERROR
xwbil,500,6,9,0.001,0.0001,-1.0,ERROR
xwbil,500,6,9,0.001,0.0001,-4.0,ERROR
xwbil,500,6,9,0.001,0.0001,-8.0,ERROR
xwbil,500,6,9,0.001,0.0001,-16.0,ERROR
xwbil,500,6,9,0.001,0.0005,0.0,ERROR
xwbil,500,6,9,0.001,0.0005,-2.0,ERROR
xwbil,500,6,9,0.001,0.0005,-1.0,ERROR
xwbil,500,6,9,0.001,0.0005,-4.0,ERROR
xwbil,500,6,9,0.001,0.0005,-8.0,ERROR
xwbil,500,6,9,0.001,0.0005,-16.0,ERROR
xwbil,500,6,9,0.001,0.005,0.0,ERROR
xwbil,500,6,9,0.001,0.005,-2.0,ERROR
xwbil,500,6,9,0.001,0.005,-1.0,ERROR
xwbil,500,6,9,0.001,0.005,-4.0,ERROR
xwbil,500,6,9,0.001,0.005,-8.0,ERROR
xwbil,500,6,9,0.001,0.005,-16.0,ERROR
xwbil,500,6,9,0.001,0.05,0.0,70.09
xwbil,500,6,9,0.001,0.05,-2.0,71.00
xwbil,500,6,9,0.001,0.05,-1.0,70.65
xwbil,500,6,9,0.001,0.05,-4.0,71.14
xwbil,500,6,9,0.001,0.05,-8.0,71.17
xwbil,500,6,9,0.001,0.05,-16.0,68.53
xwtri,500,4,9,0.001,0.001,0.0,ERROR
xwtri,500,4,9,0.001,0.001,-2.0,ERROR
xwtri,500,4,9,0.001,0.001,-1.0,ERROR
xwtri,500,4,9,0.001,0.001,-4.0,ERROR
xwtri,500,4,9,0.001,0.001,-8.0,ERROR
xwtri,500,4,9,0.001,0.001,-16.0,ERROR
xwtri,500,4,9,0.001,0.002,0.0,ERROR
xwtri,500,4,9,0.001,0.002,-2.0,ERROR
xwtri,500,4,9,0.001,0.002,-1.0,ERROR
xwtri,500,4,9,0.001,0.002,-4.0,ERROR
xwtri,500,4,9,0.001,0.002,-8.0,ERROR
xwtri,500,4,9,0.001,0.002,-16.0,ERROR
xwtri,500,4,9,0.001,0.003,0.0,ERROR
xwtri,500,4,9,0.001,0.003,-2.0,ERROR
xwtri,500,4,9,0.001,0.003,-1.0,ERROR
xwtri,500,4,9,0.001,0.003,-4.0,ERROR
xwtri,500,4,9,0.001,0.003,-8.0,ERROR
xwtri,500,4,9,0.001,0.003,-16.0,ERROR
xwtri,500,4,9,0.001,0.01,0.0,ERROR
xwtri,500,4,9,0.001,0.01,-2.0,ERROR
xwtri,500,4,9,0.001,0.01,-1.0,ERROR
xwtri,500,4,9,0.001,0.01,-4.0,ERROR
xwtri,500,4,9,0.001,0.01,-8.0,ERROR
xwtri,500,4,9,0.001,0.01,-16.0,ERROR
xwtri,500,4,9,0.001,0.00001,0.0,ERROR
xwtri,500,4,9,0.001,0.00001,-2.0,ERROR
xwtri,500,4,9,0.001,0.00001,-1.0,ERROR
xwtri,500,4,9,0.001,0.00001,-4.0,ERROR
xwtri,500,4,9,0.001,0.00001,-8.0,ERROR
xwtri,500,4,9,0.001,0.00001,-16.0,ERROR
xwtri,500,4,9,0.001,0.1,0.0,68.47
xwtri,500,4,9,0.001,0.1,-2.0,69.47
xwtri,500,4,9,0.001,0.1,-1.0,68.99
xwtri,500,4,9,0.001,0.1,-4.0,69.86
xwtri,500,4,9,0.001,0.1,-8.0,70.34
xwtri,500,4,9,0.001,0.1,-16.0,68.45
xwtri,500,4,9,0.001,0.0001,0.0,ERROR
xwtri,500,4,9,0.001,0.0001,-2.0,ERROR
xwtri,500,4,9,0.001,0.0001,-1.0,ERROR
xwtri,500,4,9,0.001,0.0001,-4.0,ERROR
xwtri,500,4,9,0.001,0.0001,-8.0,ERROR
xwtri,500,4,9,0.001,0.0001,-16.0,ERROR
xwtri,500,4,9,0.001,0.0005,0.0,ERROR
xwtri,500,4,9,0.001,0.0005,-2.0,ERROR
xwtri,500,4,9,0.001,0.0005,-1.0,ERROR
xwtri,500,4,9,0.001,0.0005,-4.0,ERROR
xwtri,500,4,9,0.001,0.0005,-8.0,ERROR
xwtri,500,4,9,0.001,0.0005,-16.0,ERROR
xwtri,500,4,9,0.001,0.005,0.0,ERROR
xwtri,500,4,9,0.001,0.005,-2.0,ERROR
xwtri,500,4,9,0.001,0.005,-1.0,ERROR
xwtri,500,4,9,0.001,0.005,-4.0,ERROR
xwtri,500,4,9,0.001,0.005,-8.0,ERROR
xwtri,500,4,9,0.001,0.005,-16.0,ERROR
xwtri,500,4,9,0.001,0.05,0.0,ERROR
xwtri,500,4,9,0.001,0.05,-2.0,ERROR
xwtri,500,4,9,0.001,0.05,-1.0,ERROR
xwtri,500,4,9,0.001,0.05,-4.0,ERROR
xwtri,500,4,9,0.001,0.05,-8.0,ERROR
xwtri,500,4,9,0.001,0.05,-16.0,ERROR
mono,500,4,9,0.001,0.001,0.0,69.47
mono,500,4,9,0.001,0.001,-2.0,70.89
mono,500,4,9,0.001,0.001,-1.0,70.21
mono,500,4,9,0.001,0.001,-4.0,71.16
mono,500,4,9,0.001,0.001,-8.0,70.74
mono,500,4,9,0.001,0.001,-16.0,67.14
mono,500,4,9,0.001,0.002,0.0,69.15
mono,500,4,9,0.001,0.002,-2.0,70.40
mono,500,4,9,0.001,0.002,-1.0,69.94
mono,500,4,9,0.001,0.002,-4.0,70.52
mono,500,4,9,0.001,0.002,-8.0,70.18
mono,500,4,9,0.001,0.002,-16.0,66.52
mono,500,4,9,0.001,0.003,0.0,69.53
mono,500,4,9,0.001,0.003,-2.0,70.80
mono,500,4,9,0.001,0.003,-1.0,70.18
mono,500,4,9,0.001,0.003,-4.0,70.99
mono,500,4,9,0.001,0.003,-8.0,70.65
mono,500,4,9,0.001,0.003,-16.0,67.05
mono,500,4,9,0.001,0.01,0.0,70.03
mono,500,4,9,0.001,0.01,-2.0,70.96
mono,500,4,9,0.001,0.01,-1.0,70.51
mono,500,4,9,0.001,0.01,-4.0,71.02
mono,500,4,9,0.001,0.01,-8.0,70.59
mono,500,4,9,0.001,0.01,-16.0,66.82
mono,500,4,9,0.001,0.00001,0.0,69.10
mono,500,4,9,0.001,0.00001,-2.0,70.25
mono,500,4,9,0.001,0.00001,-1.0,69.78
mono,500,4,9,0.001,0.00001,-4.0,70.45
mono,500,4,9,0.001,0.00001,-8.0,70.12
mono,500,4,9,0.001,0.00001,-16.0,66.46
mono,500,4,9,0.001,0.1,0.0,67.17
mono,500,4,9,0.001,0.1,-2.0,68.10
mono,500,4,9,0.001,0.1,-1.0,67.71
mono,500,4,9,0.001,0.1,-4.0,68.56
mono,500,4,9,0.001,0.1,-8.0,66.60
mono,500,4,9,0.001,0.1,-16.0,61.95
mono,500,4,9,0.001,0.0001,0.0,69.09
mono,500,4,9,0.001,0.0001,-2.0,70.25
mono,500,4,9,0.001,0.0001,-1.0,69.78
mono,500,4,9,0.001,0.0001,-4.0,70.43
mono,500,4,9,0.001,0.0001,-8.0,70.11
mono,500,4,9,0.001,0.0001,-16.0,66.46
mono,500,4,9,0.001,0.0005,0.0,69.55
mono,500,4,9,0.001,0.0005,-2.0,70.79
mono,500,4,9,0.001,0.0005,-1.0,70.18
mono,500,4,9,0.001,0.0005,-4.0,71.14
mono,500,4,9,0.001,0.0005,-8.0,70.80
mono,500,4,9,0.001,0.0005,-16.0,67.51
mono,500,4,9,0.001,0.005,0.0,69.58
mono,500,4,9,0.001,0.005,-2.0,70.91
mono,500,4,9,0.001,0.005,-1.0,70.49
mono,500,4,9,0.001,0.005,-4.0,71.03
mono,500,4,9,0.001,0.005,-8.0,70.71
mono,500,4,9,0.001,0.005,-16.0,67.14
mono,500,4,9,0.001,0.05,0.0,68.53
mono,500,4,9,0.001,0.05,-2.0,69.37
mono,500,4,9,0.001,0.05,-1.0,68.93
mono,500,4,9,0.001,0.05,-4.0,69.50
mono,500,4,9,0.001,0.05,-8.0,68.45
mono,500,4,9,0.001,0.05,-16.0,63.87
xwbir,500,4,1,0.001,0.001,0.0,68.47
xwbir,500,4,1,0.001,0.001,-2.0,69.67
xwbir,500,4,1,0.001,0.001,-1.0,69.01
xwbir,500,4,1,0.001,0.001,-4.0,70.04
xwbir,500,4,1,0.001,0.001,-8.0,70.31
xwbir,500,4,1,0.001,0.001,-16.0,67.96
xwbir,500,4,1,0.001,0.002,0.0,68.44
xwbir,500,4,1,0.001,0.002,-2.0,69.66
xwbir,500,4,1,0.001,0.002,-1.0,69.06
xwbir,500,4,1,0.001,0.002,-4.0,70.03
xwbir,500,4,1,0.001,0.002,-8.0,70.31
xwbir,500,4,1,0.001,0.002,-16.0,67.91
xwbir,500,4,1,0.001,0.003,0.0,68.41
xwbir,500,4,1,0.001,0.003,-2.0,69.66
xwbir,500,4,1,0.001,0.003,-1.0,69.01
xwbir,500,4,1,0.001,0.003,-4.0,70.06
xwbir,500,4,1,0.001,0.003,-8.0,70.21
xwbir,500,4,1,0.001,0.003,-16.0,67.74
xwbir,500,4,1,0.001,0.01,0.0,68.78
xwbir,500,4,1,0.001,0.01,-2.0,69.66
xwbir,500,4,1,0.001,0.01,-1.0,69.27
xwbir,500,4,1,0.001,0.01,-4.0,70.14
xwbir,500,4,1,0.001,0.01,-8.0,70.06
xwbir,500,4,1,0.001,0.01,-16.0,67.31
xwbir,500,4,1,0.001,0.00001,0.0,68.35
xwbir,500,4,1,0.001,0.00001,-2.0,69.55
xwbir,500,4,1,0.001,0.00001,-1.0,68.93
xwbir,500,4,1,0.001,0.00001,-4.0,69.98
xwbir,500,4,1,0.001,0.00001,-8.0,70.18
xwbir,500,4,1,0.001,0.00001,-16.0,67.97
xwbir,500,4,1,0.001,0.1,0.0,67.02
xwbir,500,4,1,0.001,0.1,-2.0,67.88
xwbir,500,4,1,0.001,0.1,-1.0,67.60
xwbir,500,4,1,0.001,0.1,-4.0,68.35
xwbir,500,4,1,0.001,0.1,-8.0,67.56
xwbir,500,4,1,0.001,0.1,-16.0,64.22
xwbir,500,4,1,0.001,0.0001,0.0,68.35
xwbir,500,4,1,0.001,0.0001,-2.0,69.55
xwbir,500,4,1,0.001,0.0001,-1.0,68.98
xwbir,500,4,1,0.001,0.0001,-4.0,70.03
xwbir,500,4,1,0.001,0.0001,-8.0,70.15
xwbir,500,4,1,0.001,0.0001,-16.0,67.96
xwbir,500,4,1,0.001,0.0005,0.0,68.44
xwbir,500,4,1,0.001,0.0005,-2.0,69.63
xwbir,500,4,1,0.001,0.0005,-1.0,68.98
xwbir,500,4,1,0.001,0.0005,-4.0,70.04
xwbir,500,4,1,0.001,0.0005,-8.0,70.31
xwbir,500,4,1,0.001,0.0005,-16.0,68.02
xwbir,500,4,3,0.001,0.001,0.0,69.33
xwbir,500,4,3,0.001,0.001,-2.0,70.40
xwbir,500,4,3,0.001,0.001,-1.0,69.86
xwbir,500,4,3,0.001,0.001,-4.0,70.88
xwbir,500,4,3,0.001,0.001,-8.0,71.31
xwbir,500,4,3,0.001,0.001,-16.0,69.10
xwbir,500,4,3,0.001,0.002,0.0,69.12
xwbir,500,4,3,0.001,0.002,-2.0,70.31
xwbir,500,4,3,0.001,0.002,-1.0,69.57
xwbir,500,4,3,0.001,0.002,-4.0,70.96
xwbir,500,4,3,0.001,0.002,-8.0,70.97
xwbir,500,4,3,0.001,0.002,-16.0,68.84
xwbir,500,4,3,0.001,0.003,0.0,69.72
xwbir,500,4,3,0.001,0.003,-2.0,70.45
xwbir,500,4,3,0.001,0.003,-1.0,70.28
xwbir,500,4,3,0.001,0.003,-4.0,70.89
xwbir,500,4,3,0.001,0.003,-8.0,71.27
xwbir,500,4,3,0.001,0.003,-16.0,69.24
xwbir,500,4,3,0.001,0.01,0.0,69.91
xwbir,500,4,3,0.001,0.01,-2.0,70.91
xwbir,500,4,3,0.001,0.01,-1.0,70.35
xwbir,500,4,3,0.001,0.01,-4.0,71.45
xwbir,500,4,3,0.001,0.01,-8.0,71.27
xwbir,500,4,3,0.001,0.01,-16.0,68.84
xwbir,500,4,3,0.001,0.00001,0.0,69.75
xwbir,500,4,3,0.001,0.00001,-2.0,70.80
xwbir,500,4,3,0.001,0.00001,-1.0,70.37
xwbir,500,4,3,0.001,0.00001,-4.0,71.34
xwbir,500,4,3,0.001,0.00001,-8.0,71.11
xwbir,500,4,3,0.001,0.00001,-16.0,68.86
xwbir,500,4,5,0.001,0.001,0.0,70.29
xwbir,500,4,5,0.001,0.001,-2.0,71.23
xwbir,500,4,5,0.001,0.001,-1.0,70.77
xwbir,500,4,5,0.001,0.001,-4.0,71.39
xwbir,500,4,5,0.001,0.001,-8.0,71.87
xwbir,500,4,5,0.001,0.001,-16.0,70.04
xwbir,500,4,5,0.001,0.002,0.0,70.06
xwbir,500,4,5,0.001,0.002,-2.0,70.82
xwbir,500,4,5,0.001,0.002,-1.0,70.51
xwbir,500,4,5,0.001,0.002,-4.0,71.47
xwbir,500,4,5,0.001,0.002,-8.0,71.78
xwbir,500,4,5,0.001,0.002,-16.0,69.94
xwbir,500,4,5,0.001,0.003,0.0,70.25
xwbir,500,4,5,0.001,0.003,-2.0,71.25
xwbir,500,4,5,0.001,0.003,-1.0,70.77
xwbir,500,4,5,0.001,0.003,-4.0,71.53
xwbir,500,4,5,0.001,0.003,-8.0,72.04
xwbir,500,4,5,0.001,0.003,-16.0,70.15
xwbir,500,4,5,0.001,0.01,0.0,70.11
xwbir,500,4,5,0.001,0.01,-2.0,71.22
xwbir,500,4,5,0.001,0.01,-1.0,70.62
xwbir,500,4,7,0.001,0.001,0.0,70.45
xwbir,500,4,7,0.001,0.001,-2.0,71.71
xwbir,500,4,7,0.001,0.001,-1.0,71.19
xwbir,500,4,7,0.001,0.001,-4.0,72.35
xwbir,500,4,7,0.001,0.001,-8.0,72.61
xwbir,500,4,7,0.001,0.001,-16.0,70.65
xwbir,500,4,7,0.001,0.002,0.0,70.55
xwbir,500,4,7,0.001,0.002,-2.0,71.82
xwbir,500,4,7,0.001,0.002,-1.0,71.11
xwbir,500,4,7,0.001,0.002,-4.0,72.39
xwbir,500,4,7,0.001,0.002,-8.0,72.56
xwbir,500,4,7,0.001,0.002,-16.0,70.63
xwbir,500,4,7,0.001,0.003,0.0,70.63
xwbir,500,4,7,0.001,0.003,-2.0,71.91
xwbir,500,4,7,0.001,0.003,-1.0,71.34
xwbir,500,4,7,0.001,0.003,-4.0,72.38
xwbir,500,4,7,0.001,0.003,-8.0,72.67
xwbir,500,4,7,0.001,0.003,-16.0,70.63
xwbir,500,4,7,0.001,0.01,0.0,71.05
xwbir,500,4,7,0.001,0.01,-2.0,72.25
xwbir,500,4,7,0.001,0.01,-1.0,71.71
xwbir,500,4,7,0.001,0.01,-4.0,72.73
xwbir,500,4,7,0.001,0.01,-8.0,72.79
xwbir,500,4,7,0.001,0.01,-16.0,70.38
xwbir,500,4,7,0.001,0.00001,0.0,70.00
xwbir,500,4,7,0.001,0.00001,-2.0,71.28
xwbir,500,4,7,0.001,0.00001,-1.0,70.83
xwbir,500,4,7,0.001,0.00001,-4.0,71.93
xwbir,500,4,7,0.001,0.00001,-8.0,72.33
xwbir,500,4,7,0.001,0.00001,-16.0,70.31
xwbir,500,4,9,0.001,0.001,0.0,70.11
xwbir,500,4,9,0.001,0.001,-2.0,71.16
xwbir,500,4,9,0.001,0.001,-1.0,70.62
xwbir,500,4,9,0.001,0.001,-4.0,71.73
xwbir,500,4,9,0.001,0.001,-8.0,71.91
xwbir,500,4,9,0.001,0.001,-16.0,70.63
xwbir,500,4,9,0.001,0.002,0.0,70.17
xwbir,500,4,9,0.001,0.002,-2.0,71.27
xwbir,500,4,9,0.001,0.002,-1.0,70.65
xwbir,500,4,9,0.001,0.002,-4.0,71.87
xwbir,500,4,9,0.001,0.002,-8.0,71.98
xwbir,500,4,9,0.001,0.002,-16.0,70.60
xwbir,500,4,9,0.001,0.003,0.0,70.20
xwbir,500,4,9,0.001,0.003,-2.0,71.36
xwbir,500,4,9,0.001,0.003,-1.0,70.65
xwbir,500,4,9,0.001,0.003,-4.0,71.93
xwbir,500,4,9,0.001,0.003,-8.0,72.02
xwbir,500,4,9,0.001,0.003,-16.0,70.60
xwbir,500,4,9,0.001,0.01,0.0,71.51
xwbir,500,4,9,0.001,0.01,-2.0,72.56
xwbir,500,4,9,0.001,0.01,-1.0,71.92
xwbir,500,4,9,0.001,0.01,-4.0,73.38
xwbir,500,4,9,0.001,0.01,-8.0,73.25
xwbir,500,4,9,0.001,0.01,-16.0,71.65
xwbir,500,4,9,0.001,0.00001,0.0,69.92
xwbir,500,4,9,0.001,0.00001,-2.0,71.27
xwbir,500,4,9,0.001,0.00001,-1.0,70.76
xwbir,500,4,9,0.001,0.00001,-4.0,71.68
xwbir,500,4,9,0.001,0.00001,-8.0,71.88
xwbir,500,4,9,0.001,0.00001,-16.0,70.46
xwbir,500,4,9,0.001,0.1,0.0,68.10
xwbir,500,4,9,0.001,0.1,-2.0,68.93
xwbir,500,4,9,0.001,0.1,-1.0,68.35
xwbir,500,4,9,0.001,0.1,-4.0,69.74
xwbir,500,4,9,0.001,0.1,-8.0,69.30
xwbir,500,4,9,0.001,0.1,-16.0,66.69
xwbir,500,4,9,0.001,0.0001,0.0,69.92
xwbir,500,4,9,0.001,0.0001,-2.0,71.27
xwbir,500,4,9,0.001,0.0001,-1.0,70.76
xwbir,500,4,9,0.001,0.0001,-4.0,71.68
xwbir,500,4,9,0.001,0.0001,-8.0,71.90
xwbir,500,4,9,0.001,0.0001,-16.0,70.46
xwbir,500,4,9,0.001,0.0005,0.0,70.11
xwbir,500,4,9,0.001,0.0005,-2.0,71.16
xwbir,500,4,9,0.001,0.0005,-1.0,70.51
xwbir,500,4,9,0.001,0.0005,-4.0,71.67
xwbir,500,4,9,0.001,0.0005,-8.0,71.90
xwbir,500,4,9,0.001,0.0005,-16.0,70.60
xwbir,500,4,9,0.001,0.005,0.0,70.34
xwbir,500,4,9,0.001,0.005,-2.0,71.40
xwbir,500,4,9,0.001,0.005,-1.0,70.80
xwbir,500,4,9,0.001,0.005,-4.0,71.94
xwbir,500,4,9,0.001,0.005,-8.0,72.30
xwbir,500,4,9,0.001,0.005,-16.0,70.54
xwbir,500,4,9,0.001,0.05,0.0,69.83
xwbir,500,4,9,0.001,0.05,-2.0,70.74
xwbir,500,4,9,0.001,0.05,-1.0,70.34
xwbir,500,4,9,0.001,0.05,-4.0,71.10
xwbir,500,4,9,0.001,0.05,-8.0,70.94
xwbir,500,4,9,0.001,0.05,-16.0,68.44
xwbil,500,4,1,0.001,0.001,0.0,67.88
xwbil,500,4,1,0.001,0.001,-2.0,68.79
xwbil,500,4,1,0.001,0.001,-1.0,68.70
xwbil,500,4,1,0.001,0.001,-4.0,69.30
xwbil,500,4,1,0.001,0.001,-8.0,69.16
xwbil,500,4,1,0.001,0.001,-16.0,67.08
xwbil,500,4,1,0.001,0.002,0.0,67.88
xwbil,500,4,1,0.001,0.002,-2.0,68.79
xwbil,500,4,1,0.001,0.002,-1.0,68.62
xwbil,500,4,1,0.001,0.002,-4.0,69.37
xwbil,500,4,1,0.001,0.002,-8.0,69.16
xwbil,500,4,1,0.001,0.002,-16.0,67.06
xwbil,500,4,1,0.001,0.003,0.0,67.90
xwbil,500,4,1,0.001,0.003,-2.0,68.87
xwbil,500,4,1,0.001,0.003,-1.0,68.58
xwbil,500,4,1,0.001,0.003,-4.0,69.37
xwbil,500,4,1,0.001,0.003,-8.0,69.15
xwbil,500,4,1,0.001,0.003,-16.0,67.02
xwbil,500,4,1,0.001,0.01,0.0,68.25
xwbil,500,4,1,0.001,0.01,-2.0,69.13
xwbil,500,4,1,0.001,0.01,-1.0,68.92
xwbil,500,4,1,0.001,0.01,-4.0,69.66
xwbil,500,4,1,0.001,0.01,-8.0,69.18
xwbil,500,4,1,0.001,0.01,-16.0,66.72
xwbil,500,4,1,0.001,0.00001,0.0,68.01
xwbil,500,4,1,0.001,0.00001,-2.0,68.73
xwbil,500,4,1,0.001,0.00001,-1.0,68.33
xwbil,500,4,1,0.001,0.00001,-4.0,69.18
xwbil,500,4,1,0.001,0.00001,-8.0,69.06
xwbil,500,4,1,0.001,0.00001,-16.0,67.08
xwbil,500,4,1,0.001,0.1,0.0,66.97
xwbil,500,4,1,0.001,0.1,-2.0,68.13
xwbil,500,4,1,0.001,0.1,-1.0,67.71
xwbil,500,4,1,0.001,0.1,-4.0,68.24
xwbil,500,4,1,0.001,0.1,-8.0,67.40
xwbil,500,4,1,0.001,0.1,-16.0,63.57
xwbil,500,4,1,0.001,0.0001,0.0,68.07
xwbil,500,4,1,0.001,0.0001,-2.0,68.76
xwbil,500,4,1,0.001,0.0001,-1.0,68.35
xwbil,500,4,1,0.001,0.0001,-4.0,69.20
xwbil,500,4,1,0.001,0.0001,-8.0,69.07
xwbil,500,4,1,0.001,0.0001,-16.0,67.08
xwbil,500,4,1,0.001,0.0005,0.0,68.01
xwbil,500,4,1,0.001,0.0005,-2.0,68.70
xwbil,500,4,1,0.001,0.0005,-1.0,68.62
xwbil,500,4,1,0.001,0.0005,-4.0,69.29
xwbil,500,4,1,0.001,0.0005,-8.0,69.09
xwbil,500,4,1,0.001,0.0005,-16.0,67.02
xwbil,500,4,1,0.001,0.005,0.0,68.08
xwbil,500,4,1,0.001,0.005,-2.0,68.98
xwbil,500,4,1,0.001,0.005,-1.0,68.67
xwbil,500,4,1,0.001,0.005,-4.0,69.43
xwbil,500,4,1,0.001,0.005,-8.0,69.03
xwbil,500,4,1,0.001,0.005,-16.0,66.86
xwbil,500,4,3,0.001,0.001,0.0,69.77
xwbil,500,4,3,0.001,0.001,-2.0,71.14
xwbil,500,4,3,0.001,0.001,-1.0,70.38
xwbil,500,4,3,0.001,0.001,-4.0,71.33
xwbil,500,4,3,0.001,0.001,-8.0,71.23
xwbil,500,4,3,0.001,0.001,-16.0,69.40
xwbil,500,4,3,0.001,0.002,0.0,70.06
xwbil,500,4,3,0.001,0.002,-2.0,71.36
xwbil,500,4,3,0.001,0.002,-1.0,70.62
xwbil,500,4,3,0.001,0.002,-4.0,71.78
xwbil,500,4,3,0.001,0.002,-8.0,71.73
xwbil,500,4,3,0.001,0.002,-16.0,69.55
xwbil,500,4,3,0.001,0.003,0.0,69.78
xwbil,500,4,3,0.001,0.003,-2.0,71.03
xwbil,500,4,3,0.001,0.003,-1.0,70.60
xwbil,500,4,3,0.001,0.003,-4.0,71.65
xwbil,500,4,3,0.001,0.003,-8.0,71.61
xwbil,500,4,3,0.001,0.003,-16.0,69.43
xwbil,500,4,3,0.001,0.01,0.0,69.89
xwbil,500,4,3,0.001,0.01,-2.0,70.93
xwbil,500,4,3,0.001,0.01,-1.0,70.46
xwbil,500,4,3,0.001,0.01,-4.0,71.34
xwbil,500,4,3,0.001,0.01,-8.0,71.56
xwbil,500,4,3,0.001,0.01,-16.0,69.06
xwbil,500,4,3,0.001,0.00001,0.0,70.00
xwbil,500,4,3,0.001,0.00001,-2.0,71.08
xwbil,500,4,3,0.001,0.00001,-1.0,70.35
xwbil,500,4,3,0.001,0.00001,-4.0,71.30
xwbil,500,4,3,0.001,0.00001,-8.0,71.54
xwbil,500,4,3,0.001,0.00001,-16.0,69.13
xwbil,500,4,3,0.001,0.1,0.0,66.54
xwbil,500,4,3,0.001,0.1,-2.0,68.05
xwbil,500,4,3,0.001,0.1,-1.0,67.51
xwbil,500,4,5,0.001,0.001,0.0,70.48
xwbil,500,4,5,0.001,0.001,-2.0,71.27
xwbil,500,4,5,0.001,0.001,-1.0,70.96
xwbil,500,4,5,0.001,0.001,-4.0,71.65
xwbil,500,4,5,0.001,0.001,-8.0,71.96
xwbil,500,4,5,0.001,0.001,-16.0,70.04
xwbil,500,4,5,0.001,0.002,0.0,70.20
xwbil,500,4,5,0.001,0.002,-2.0,71.08
xwbil,500,4,5,0.001,0.002,-1.0,70.86
xwbil,500,4,5,0.001,0.002,-4.0,71.42
xwbil,500,4,5,0.001,0.002,-8.0,71.91
xwbil,500,4,5,0.001,0.002,-16.0,69.86
xwbil,500,4,5,0.001,0.003,0.0,70.15
xwbil,500,4,5,0.001,0.003,-2.0,70.79
xwbil,500,4,5,0.001,0.003,-1.0,70.57
xwbil,500,4,5,0.001,0.003,-4.0,71.31
